,userName,score,at,content,text_clean,text_caseFolding,text_slangWords,text_tokenizing,text_stopwords,text_akhir,polarity_score,sentiment
5808,Pengguna Google,5,2019-10-15 13:09:05,"Ini aplikasi kereen bgt, sangat membantu. Banyak ilmu yg aq dpt, ternyata tanpa nasi pun sdh banyak karbo yg masuk ke perut kitaa. Pantesan badan jd mbul wkwkkwk. Kereeeen 👏👍",Ini aplikasi kereen bgt sangat membantu Banyak ilmu yg aq dpt ternyata tanpa nasi pun sdh banyak karbo yg masuk ke perut kitaa Pantesan badan jd mbul wkwkkwk Kereeeen,ini aplikasi kereen bgt sangat membantu banyak ilmu yg aq dpt ternyata tanpa nasi pun sdh banyak karbo yg masuk ke perut kitaa pantesan badan jd mbul wkwkkwk kereeeen,ini aplikasi kereen banget sangat membantu banyak ilmu yang aq dpt ternyata tanpa nasi pun sdh banyak karbo yang masuk ke perut kitaa pantesan badan jd mbul wkwkkwk kereeeen,"['ini', 'aplikasi', 'kereen', 'banget', 'sangat', 'membantu', 'banyak', 'ilmu', 'yang', 'aq', 'dpt', 'ternyata', 'tanpa', 'nasi', 'pun', 'sdh', 'banyak', 'karbo', 'yang', 'masuk', 'ke', 'perut', 'kitaa', 'pantesan', 'badan', 'jd', 'mbul', 'wkwkkwk', 'kereeeen']","['aplikasi', 'kereen', 'banget', 'membantu', 'ilmu', 'aq', 'dpt', 'nasi', 'sdh', 'karbo', 'masuk', 'perut', 'kitaa', 'pantesan', 'badan', 'jd', 'mbul', 'wkwkkwk', 'kereeeen']",aplikasi kereen banget membantu ilmu aq dpt nasi sdh karbo masuk perut kitaa pantesan badan jd mbul wkwkkwk kereeeen,-2,Negative
5809,Pengguna Google,5,2019-10-15 10:32:38,Sangat membantu bukan kaleng2,Sangat membantu bukan kaleng,sangat membantu bukan kaleng,sangat membantu bukan kaleng,"['sangat', 'membantu', 'bukan', 'kaleng']","['membantu', 'kaleng']",membantu kaleng,0,Neutral
5810,Pengguna Google,5,2019-10-15 07:54:58,Selalu aman dan senang menggunakan fs ... JD qta bs tenang makanan yg qta santap melebihi kalori yg qta butuhkan ato tidak..,Selalu aman dan senang menggunakan fs  JD qta bs tenang makanan yg qta santap melebihi kalori yg qta butuhkan ato tidak,selalu aman dan senang menggunakan fs  jd qta bs tenang makanan yg qta santap melebihi kalori yg qta butuhkan ato tidak,selalu aman dan senang menggunakan fs jd qta bs tenang makanan yang qta santap melebihi kalori yang qta butuhkan ato tidak,"['selalu', 'aman', 'dan', 'senang', 'menggunakan', 'fs', 'jd', 'qta', 'bs', 'tenang', 'makanan', 'yang', 'qta', 'santap', 'melebihi', 'kalori', 'yang', 'qta', 'butuhkan', 'ato', 'tidak']","['aman', 'senang', 'fs', 'jd', 'qta', 'bs', 'tenang', 'makanan', 'qta', 'santap', 'melebihi', 'kalori', 'qta', 'butuhkan', 'ato']",aman senang fs jd qta bs tenang makanan qta santap melebihi kalori qta butuhkan ato,8,Positive
5811,Pengguna Google,4,2019-10-15 04:38:56,"Bagus, terkontrol",Bagus terkontrol,bagus terkontrol,bagus terkontrol,"['bagus', 'terkontrol']","['bagus', 'terkontrol']",bagus terkontrol,-2,Negative
5812,Pengguna Google,5,2019-10-14 23:21:44,Sangat membantu,Sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],membantu,0,Neutral
5813,Pengguna Google,2,2019-10-14 18:23:17,Aku kasih bintang 2 dulu karena baru download,Aku kasih bintang  dulu karena baru download,aku kasih bintang  dulu karena baru download,aku kasih bintang dulu karena baru download,"['aku', 'kasih', 'bintang', 'dulu', 'karena', 'baru', 'download']","['kasih', 'bintang', 'download']",kasih bintang download,1,Positive
5814,Pengguna Google,5,2019-10-14 15:08:25,"Sangat membantu, ga perlu repot hitung asupan kalori yang masuk",Sangat membantu ga perlu repot hitung asupan kalori yang masuk,sangat membantu ga perlu repot hitung asupan kalori yang masuk,sangat membantu tidak perlu repot hitung asupan kalori yang masuk,"['sangat', 'membantu', 'tidak', 'perlu', 'repot', 'hitung', 'asupan', 'kalori', 'yang', 'masuk']","['membantu', 'repot', 'hitung', 'asupan', 'kalori', 'masuk']",membantu repot hitung asupan kalori masuk,-7,Negative
5815,Pengguna Google,5,2019-10-14 11:31:36,"Sangat membantu sekali bagi pemula , aplikasi sangat mudah 👍🏻",Sangat membantu sekali bagi pemula  aplikasi sangat mudah,sangat membantu sekali bagi pemula  aplikasi sangat mudah,sangat membantu sekali bagi pemula aplikasi sangat mudah,"['sangat', 'membantu', 'sekali', 'bagi', 'pemula', 'aplikasi', 'sangat', 'mudah']","['membantu', 'pemula', 'aplikasi', 'mudah']",membantu pemula aplikasi mudah,-1,Negative
5816,Pengguna Google,5,2019-10-14 08:19:40,Good app,Good app,good app,good app,"['good', 'app']","['good', 'app']",good app,5,Positive
5817,Pengguna Google,5,2019-10-14 06:07:51,Sangat mmbantu,Sangat mmbantu,sangat mmbantu,sangat mmbantu,"['sangat', 'mmbantu']",['mmbantu'],mmbantu,0,Neutral
5818,Pengguna Google,5,2019-10-13 14:17:08,keren,keren,keren,keren,['keren'],['keren'],keren,0,Neutral
5819,Pengguna Google,5,2019-10-13 13:17:46,Lumayan. Banyak temen yang se idiologi.. idiologinya pengen kurus,Lumayan Banyak temen yang se idiologi idiologinya pengen kurus,lumayan banyak temen yang se idiologi idiologinya pengen kurus,lumayan banyak temen yang se idiologi idiologinya pengen kurus,"['lumayan', 'banyak', 'temen', 'yang', 'se', 'idiologi', 'idiologinya', 'pengen', 'kurus']","['lumayan', 'temen', 'idiologi', 'idiologinya', 'pengen', 'kurus']",lumayan temen idiologi idiologinya pengen kurus,-3,Negative
5820,Pengguna Google,4,2019-10-13 12:35:44,Bagus utk liat jumlah kalori yg dpt n bisa tau history makanan apa saja yg dimakan,Bagus utk liat jumlah kalori yg dpt n bisa tau history makanan apa saja yg dimakan,bagus utk liat jumlah kalori yg dpt n bisa tau history makanan apa saja yg dimakan,bagus untuk liat jumlah kalori yang dpt n bisa tau history makanan apa saja yang dimakan,"['bagus', 'untuk', 'liat', 'jumlah', 'kalori', 'yang', 'dpt', 'n', 'bisa', 'tau', 'history', 'makanan', 'apa', 'saja', 'yang', 'dimakan']","['bagus', 'liat', 'kalori', 'dpt', 'n', 'tau', 'history', 'makanan', 'dimakan']",bagus liat kalori dpt n tau history makanan dimakan,-4,Negative
5821,Pengguna Google,5,2019-10-13 08:57:24,membantu sekali,membantu sekali,membantu sekali,membantu sekali,"['membantu', 'sekali']",['membantu'],membantu,0,Neutral
5822,Pengguna Google,1,2019-10-12 22:26:35,"Kenapa saya gak bisa download ini aplikasi,apa salah saya min????",Kenapa saya gak bisa download ini aplikasiapa salah saya min,kenapa saya gak bisa download ini aplikasiapa salah saya min,kenapa saya tidak bisa download ini aplikasiapa salah saya min,"['kenapa', 'saya', 'tidak', 'bisa', 'download', 'ini', 'aplikasiapa', 'salah', 'saya', 'min']","['download', 'aplikasiapa', 'salah', 'min']",download aplikasiapa salah min,-4,Negative
5823,Pengguna Google,5,2019-10-12 18:29:30,Smg bisa juga buat menghitung kalori yg cukup utk manambah berat bdn,Smg bisa juga buat menghitung kalori yg cukup utk manambah berat bdn,smg bisa juga buat menghitung kalori yg cukup utk manambah berat bdn,smg bisa juga buat menghitung kalori yang cukup untuk manambah berat bdn,"['smg', 'bisa', 'juga', 'buat', 'menghitung', 'kalori', 'yang', 'cukup', 'untuk', 'manambah', 'berat', 'bdn']","['smg', 'menghitung', 'kalori', 'manambah', 'berat', 'bdn']",smg menghitung kalori manambah berat bdn,0,Neutral
5824,Pengguna Google,5,2019-10-12 17:04:16,Turun 2 kg dlm seminggu badan ttp fit dan enteng,Turun  kg dlm seminggu badan ttp fit dan enteng,turun  kg dlm seminggu badan ttp fit dan enteng,turun kg dlm seminggu badan ttp fit dan enteng,"['turun', 'kg', 'dlm', 'seminggu', 'badan', 'ttp', 'fit', 'dan', 'enteng']","['turun', 'kg', 'dlm', 'seminggu', 'badan', 'ttp', 'fit', 'enteng']",turun kg dlm seminggu badan ttp fit enteng,1,Positive
5825,Pengguna Google,4,2019-10-12 13:47:04,Suka banget tapi sayang banyak makanan Indonesia yang tidak ada dan harus menghitung kalori sendiri tolong d perbanyak listnya.,Suka banget tapi sayang banyak makanan Indonesia yang tidak ada dan harus menghitung kalori sendiri tolong d perbanyak listnya,suka banget tapi sayang banyak makanan indonesia yang tidak ada dan harus menghitung kalori sendiri tolong d perbanyak listnya,suka banget tapi sayang banyak makanan indonesia yang tidak ada dan harus menghitung kalori sendiri tolong di perbanyak listnya,"['suka', 'banget', 'tapi', 'sayang', 'banyak', 'makanan', 'indonesia', 'yang', 'tidak', 'ada', 'dan', 'harus', 'menghitung', 'kalori', 'sendiri', 'tolong', 'di', 'perbanyak', 'listnya']","['suka', 'banget', 'sayang', 'makanan', 'indonesia', 'menghitung', 'kalori', 'tolong', 'perbanyak', 'listnya']",suka banget sayang makanan indonesia menghitung kalori tolong perbanyak listnya,7,Positive
5826,Pengguna Google,5,2019-10-12 11:57:42,Sangat bermanfaat,Sangat bermanfaat,sangat bermanfaat,sangat bermanfaat,"['sangat', 'bermanfaat']",['bermanfaat'],bermanfaat,5,Positive
5827,Pengguna Google,5,2019-10-12 11:37:40,"Suka, bisa mengatur gaya dan pola hidup",Suka bisa mengatur gaya dan pola hidup,suka bisa mengatur gaya dan pola hidup,suka bisa mengatur gaya dan pola hidup,"['suka', 'bisa', 'mengatur', 'gaya', 'dan', 'pola', 'hidup']","['suka', 'mengatur', 'gaya', 'pola', 'hidup']",suka mengatur gaya pola hidup,3,Positive
5828,Pengguna Google,5,2019-10-12 11:20:56,Bagus,Bagus,bagus,bagus,['bagus'],['bagus'],bagus,-2,Negative
5829,Pengguna Google,5,2019-10-11 21:41:37,Sangat membantu,Sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],membantu,0,Neutral
5830,Pengguna Google,5,2019-10-11 20:07:51,Aplikasi yg sangat berguna utk yg mau diet..,Aplikasi yg sangat berguna utk yg mau diet,aplikasi yg sangat berguna utk yg mau diet,aplikasi yang sangat berguna untuk yang mau diet,"['aplikasi', 'yang', 'sangat', 'berguna', 'untuk', 'yang', 'mau', 'diet']","['aplikasi', 'berguna', 'diet']",aplikasi berguna diet,-2,Negative
5831,Pengguna Google,5,2019-10-11 15:16:03,Sangat membantu untuk mengukur berapa kalori yang kita makan setiap harinya,Sangat membantu untuk mengukur berapa kalori yang kita makan setiap harinya,sangat membantu untuk mengukur berapa kalori yang kita makan setiap harinya,sangat membantu untuk mengukur berapa kalori yang kita makan setiap harinya,"['sangat', 'membantu', 'untuk', 'mengukur', 'berapa', 'kalori', 'yang', 'kita', 'makan', 'setiap', 'harinya']","['membantu', 'mengukur', 'kalori', 'makan', 'harinya']",membantu mengukur kalori makan harinya,0,Neutral
5832,Pengguna Google,5,2019-10-11 15:11:15,"Sukkaa banget, ngebantu kontrol makan biar ga berlebihan..cuma saran aja untuk kalori nya masih suka ada yg salah2 contohnya martabak keju, diliat di google kok beda yah",Sukkaa banget ngebantu kontrol makan biar ga berlebihancuma saran aja untuk kalori nya masih suka ada yg salah contohnya martabak keju diliat di google kok beda yah,sukkaa banget ngebantu kontrol makan biar ga berlebihancuma saran aja untuk kalori nya masih suka ada yg salah contohnya martabak keju diliat di google kok beda yah,sukkaa banget ngebantu kontrol makan biar tidak berlebihancuma saran aja untuk kalori nya masih suka ada yang salah contohnya martabak keju diliat di google kok beda yah,"['sukkaa', 'banget', 'ngebantu', 'kontrol', 'makan', 'biar', 'tidak', 'berlebihancuma', 'saran', 'aja', 'untuk', 'kalori', 'nya', 'masih', 'suka', 'ada', 'yang', 'salah', 'contohnya', 'martabak', 'keju', 'diliat', 'di', 'google', 'kok', 'beda', 'yah']","['sukkaa', 'banget', 'ngebantu', 'kontrol', 'makan', 'biar', 'berlebihancuma', 'saran', 'aja', 'kalori', 'suka', 'salah', 'contohnya', 'martabak', 'keju', 'diliat', 'google', 'beda', 'yah']",sukkaa banget ngebantu kontrol makan biar berlebihancuma saran aja kalori suka salah contohnya martabak keju diliat google beda yah,-5,Negative
5833,Pengguna Google,5,2019-10-11 14:54:45,Bagus,Bagus,bagus,bagus,['bagus'],['bagus'],bagus,-2,Negative
5834,Pengguna Google,5,2019-10-11 13:16:28,"Aplikasi yang sangat bagus dan lengkap untuk program pengurangan berat badan, yang paling pentinh NIAT, KONSISTEN serta DISIPLIN,",Aplikasi yang sangat bagus dan lengkap untuk program pengurangan berat badan yang paling pentinh NIAT KONSISTEN serta DISIPLIN,aplikasi yang sangat bagus dan lengkap untuk program pengurangan berat badan yang paling pentinh niat konsisten serta disiplin,aplikasi yang sangat bagus dan lengkap untuk program pengurangan berat badan yang paling pentinh niat konsisten serta disiplin,"['aplikasi', 'yang', 'sangat', 'bagus', 'dan', 'lengkap', 'untuk', 'program', 'pengurangan', 'berat', 'badan', 'yang', 'paling', 'pentinh', 'niat', 'konsisten', 'serta', 'disiplin']","['aplikasi', 'bagus', 'lengkap', 'program', 'pengurangan', 'berat', 'badan', 'pentinh', 'niat', 'konsisten', 'disiplin']",aplikasi bagus lengkap program pengurangan berat badan pentinh niat konsisten disiplin,-7,Negative
5835,Pengguna Google,5,2019-10-11 08:48:40,Sangat membantu,Sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],membantu,0,Neutral
5836,Pengguna Google,5,2019-10-11 08:41:06,Bagus banget...sangat membantu,Bagus bangetsangat membantu,bagus bangetsangat membantu,bagus bangetsangat membantu,"['bagus', 'bangetsangat', 'membantu']","['bagus', 'bangetsangat', 'membantu']",bagus bangetsangat membantu,-2,Negative
5837,Pengguna Google,5,2019-10-11 05:47:54,Pertama ikut fs masih berantakan. Masih belum bisa kontrol makanan.. lama-lama menikmati sih. Karna memang ada perubahn. Aq diet fs plus olga ya gays,Pertama ikut fs masih berantakan Masih belum bisa kontrol makanan lamalama menikmati sih Karna memang ada perubahn Aq diet fs plus olga ya gays,pertama ikut fs masih berantakan masih belum bisa kontrol makanan lamalama menikmati sih karna memang ada perubahn aq diet fs plus olga ya gays,pertama ikut fs masih berantakan masih belum bisa kontrol makanan lamalama menikmati sih karna memang ada perubahn aq diet fs plus olga ya gays,"['pertama', 'ikut', 'fs', 'masih', 'berantakan', 'masih', 'belum', 'bisa', 'kontrol', 'makanan', 'lamalama', 'menikmati', 'sih', 'karna', 'memang', 'ada', 'perubahn', 'aq', 'diet', 'fs', 'plus', 'olga', 'ya', 'gays']","['fs', 'berantakan', 'kontrol', 'makanan', 'lamalama', 'menikmati', 'karna', 'perubahn', 'aq', 'diet', 'fs', 'plus', 'olga', 'gays']",fs berantakan kontrol makanan lamalama menikmati karna perubahn aq diet fs plus olga gays,-6,Negative
5838,Pengguna Google,5,2019-10-10 08:40:06,Good,Good,good,good,['good'],['good'],good,5,Positive
5839,Pengguna Google,5,2019-10-10 05:47:23,Keren aplikasinya 😍,Keren aplikasinya,keren aplikasinya,keren aplikasinya,"['keren', 'aplikasinya']","['keren', 'aplikasinya']",keren aplikasinya,0,Neutral
5840,Pengguna Google,5,2019-10-09 10:41:58,Sayangnya menu makanannya blm lengkap. Tolong diperlengkapi lagi. Terima kasih.,Sayangnya menu makanannya blm lengkap Tolong diperlengkapi lagi Terima kasih,sayangnya menu makanannya blm lengkap tolong diperlengkapi lagi terima kasih,sayangnya menu makanannya blm lengkap tolong diperlengkapi lagi terima kasih,"['sayangnya', 'menu', 'makanannya', 'blm', 'lengkap', 'tolong', 'diperlengkapi', 'lagi', 'terima', 'kasih']","['sayangnya', 'menu', 'makanannya', 'blm', 'lengkap', 'tolong', 'diperlengkapi', 'terima', 'kasih']",sayangnya menu makanannya blm lengkap tolong diperlengkapi terima kasih,1,Positive
5841,Pengguna Google,5,2019-10-09 07:09:56,Keren,Keren,keren,keren,['keren'],['keren'],keren,0,Neutral
5842,Pengguna Google,5,2019-10-09 01:35:32,3x instal uninstal masih g bisa dibuka juga 😤😢,x instal uninstal masih g bisa dibuka juga,x instal uninstal masih g bisa dibuka juga,x instal uninstal masih g bisa dibuka juga,"['x', 'instal', 'uninstal', 'masih', 'g', 'bisa', 'dibuka', 'juga']","['x', 'instal', 'uninstal', 'g', 'dibuka']",x instal uninstal g dibuka,0,Neutral
5843,Pengguna Google,5,2019-10-08 14:59:25,"Nyaris sempurna,semoga semakin bertambah jenis2 makanan nya dan akurat jumlah kalorinya",Nyaris sempurnasemoga semakin bertambah jenis makanan nya dan akurat jumlah kalorinya,nyaris sempurnasemoga semakin bertambah jenis makanan nya dan akurat jumlah kalorinya,nyaris sempurnasemoga semakin bertambah jenis makanan nya dan akurat jumlah kalorinya,"['nyaris', 'sempurnasemoga', 'semakin', 'bertambah', 'jenis', 'makanan', 'nya', 'dan', 'akurat', 'jumlah', 'kalorinya']","['sempurnasemoga', 'bertambah', 'jenis', 'makanan', 'akurat', 'kalorinya']",sempurnasemoga bertambah jenis makanan akurat kalorinya,-2,Negative
5844,Pengguna Google,4,2019-10-08 08:34:15,Terbantu banget 😊,Terbantu banget,terbantu banget,terbantu banget,"['terbantu', 'banget']","['terbantu', 'banget']",terbantu banget,1,Positive
5845,Pengguna Google,5,2019-10-08 08:33:25,"Keren,",Keren,keren,keren,['keren'],['keren'],keren,0,Neutral
5846,Pengguna Google,5,2019-10-08 06:09:06,"Suka banget dgn aplikasi ini, alhamdulillah dalam 1 bulan bisa turun 5 kiko, karna kita tau berapa kalori yg kita makan, kalau bisa lebih banyak lagi nama mkanan yg dimasukan, karna masih banyak yg gak ada.",Suka banget dgn aplikasi ini alhamdulillah dalam  bulan bisa turun  kiko karna kita tau berapa kalori yg kita makan kalau bisa lebih banyak lagi nama mkanan yg dimasukan karna masih banyak yg gak ada,suka banget dgn aplikasi ini alhamdulillah dalam  bulan bisa turun  kiko karna kita tau berapa kalori yg kita makan kalau bisa lebih banyak lagi nama mkanan yg dimasukan karna masih banyak yg gak ada,suka banget dengan aplikasi ini alhamdulillah dalam bulan bisa turun kiko karna kita tau berapa kalori yang kita makan kalau bisa lebih banyak lagi nama mkanan yang dimasukan karna masih banyak yang tidak ada,"['suka', 'banget', 'dengan', 'aplikasi', 'ini', 'alhamdulillah', 'dalam', 'bulan', 'bisa', 'turun', 'kiko', 'karna', 'kita', 'tau', 'berapa', 'kalori', 'yang', 'kita', 'makan', 'kalau', 'bisa', 'lebih', 'banyak', 'lagi', 'nama', 'mkanan', 'yang', 'dimasukan', 'karna', 'masih', 'banyak', 'yang', 'tidak', 'ada']","['suka', 'banget', 'aplikasi', 'alhamdulillah', 'turun', 'kiko', 'karna', 'tau', 'kalori', 'makan', 'nama', 'mkanan', 'dimasukan', 'karna']",suka banget aplikasi alhamdulillah turun kiko karna tau kalori makan nama mkanan dimasukan karna,-2,Negative
5847,Pengguna Google,5,2019-10-07 21:03:29,Alhamdulillah jadi lebih teratur makananku sejak donwload fs ^^,Alhamdulillah jadi lebih teratur makananku sejak donwload fs,alhamdulillah jadi lebih teratur makananku sejak donwload fs,alhamdulillah jadi lebih teratur makananku sejak donwload fs,"['alhamdulillah', 'jadi', 'lebih', 'teratur', 'makananku', 'sejak', 'donwload', 'fs']","['alhamdulillah', 'teratur', 'makananku', 'donwload', 'fs']",alhamdulillah teratur makananku donwload fs,5,Positive
5848,Pengguna Google,5,2019-10-07 19:37:37,Sangat membantu.,Sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],membantu,0,Neutral
5849,Pengguna Google,5,2019-10-07 18:37:40,Membantu kita unt sukses diet,Membantu kita unt sukses diet,membantu kita unt sukses diet,membantu kita unt sukses diet,"['membantu', 'kita', 'unt', 'sukses', 'diet']","['membantu', 'unt', 'sukses', 'diet']",membantu unt sukses diet,0,Neutral
5850,Pengguna Google,5,2019-10-07 18:25:35,👍👍👍,,,,[],[],,0,Neutral
5851,Pengguna Google,5,2019-10-07 13:55:58,Mantap,Mantap,mantap,mantap,['mantap'],['mantap'],mantap,5,Positive
5852,Pengguna Google,5,2019-10-07 09:14:39,Sangat membantu untuk kontrol asupan makanan dan mengukur AKG harian,Sangat membantu untuk kontrol asupan makanan dan mengukur AKG harian,sangat membantu untuk kontrol asupan makanan dan mengukur akg harian,sangat membantu untuk kontrol asupan makanan dan mengukur akg harian,"['sangat', 'membantu', 'untuk', 'kontrol', 'asupan', 'makanan', 'dan', 'mengukur', 'akg', 'harian']","['membantu', 'kontrol', 'asupan', 'makanan', 'mengukur', 'akg', 'harian']",membantu kontrol asupan makanan mengukur akg harian,3,Positive
5853,Pengguna Google,4,2019-10-07 09:05:16,"Sangat membantu dan banyak menu indonesianya. Saran, tolong tambahi lagi berbagai menu indonesia",Sangat membantu dan banyak menu indonesianya Saran tolong tambahi lagi berbagai menu indonesia,sangat membantu dan banyak menu indonesianya saran tolong tambahi lagi berbagai menu indonesia,sangat membantu dan banyak menu indonesianya saran tolong tambahi lagi berbagai menu indonesia,"['sangat', 'membantu', 'dan', 'banyak', 'menu', 'indonesianya', 'saran', 'tolong', 'tambahi', 'lagi', 'berbagai', 'menu', 'indonesia']","['membantu', 'menu', 'indonesianya', 'saran', 'tolong', 'tambahi', 'menu', 'indonesia']",membantu menu indonesianya saran tolong tambahi menu indonesia,0,Neutral
5854,Pengguna Google,5,2019-10-07 08:34:40,bagus sekali,bagus sekali,bagus sekali,bagus sekali,"['bagus', 'sekali']",['bagus'],bagus,-2,Negative
5855,Pengguna Google,5,2019-10-07 08:27:18,Mantap 3 minggu turun hampir 8kg....tapi dibantu dengan niat kuat dan olah raga setiap hari agak kenceng,Mantap  minggu turun hampir kgtapi dibantu dengan niat kuat dan olah raga setiap hari agak kenceng,mantap  minggu turun hampir kgtapi dibantu dengan niat kuat dan olah raga setiap hari agak kenceng,mantap minggu turun hampir kgtapi dibantu dengan niat kuat dan olah raga setiap hari agak kenceng,"['mantap', 'minggu', 'turun', 'hampir', 'kgtapi', 'dibantu', 'dengan', 'niat', 'kuat', 'dan', 'olah', 'raga', 'setiap', 'hari', 'agak', 'kenceng']","['mantap', 'minggu', 'turun', 'kgtapi', 'dibantu', 'niat', 'kuat', 'olah', 'raga', 'kenceng']",mantap minggu turun kgtapi dibantu niat kuat olah raga kenceng,2,Positive
5856,Pengguna Google,5,2019-10-07 08:09:58,Kerenn,Kerenn,kerenn,kerenn,['kerenn'],['kerenn'],kerenn,0,Neutral
5857,Pengguna Google,4,2019-10-06 20:16:54,udah bagus. tapi kedepan tolong diperbanyak lagi jenis makanan nya. biar lebih mudah ngitung kalorinya.,udah bagus tapi kedepan tolong diperbanyak lagi jenis makanan nya biar lebih mudah ngitung kalorinya,udah bagus tapi kedepan tolong diperbanyak lagi jenis makanan nya biar lebih mudah ngitung kalorinya,udah bagus tapi kedepan tolong diperbanyak lagi jenis makanan nya biar lebih mudah ngitung kalorinya,"['udah', 'bagus', 'tapi', 'kedepan', 'tolong', 'diperbanyak', 'lagi', 'jenis', 'makanan', 'nya', 'biar', 'lebih', 'mudah', 'ngitung', 'kalorinya']","['udah', 'bagus', 'kedepan', 'tolong', 'diperbanyak', 'jenis', 'makanan', 'biar', 'mudah', 'ngitung', 'kalorinya']",udah bagus kedepan tolong diperbanyak jenis makanan biar mudah ngitung kalorinya,3,Positive
5858,Pengguna Google,5,2019-10-06 18:11:16,saya bisa jaga kalori devisit...turun 25 kg cuy,saya bisa jaga kalori devisitturun  kg cuy,saya bisa jaga kalori devisitturun  kg cuy,saya bisa jaga kalori devisitturun kg cuy,"['saya', 'bisa', 'jaga', 'kalori', 'devisitturun', 'kg', 'cuy']","['jaga', 'kalori', 'devisitturun', 'kg']",jaga kalori devisitturun kg,-1,Negative
5859,Pengguna Google,5,2019-10-06 17:44:01,Dapat diandalkan yah walaupun makanan yang kita makan tidak sepenuhnya akurat setidaknya ada perkiraan asupan kalori jujur saya memakai app ini untuk turunkan bb dari 80 kg sekarang 66 kg.terima kasih buat fat secret.,Dapat diandalkan yah walaupun makanan yang kita makan tidak sepenuhnya akurat setidaknya ada perkiraan asupan kalori jujur saya memakai app ini untuk turunkan bb dari  kg sekarang  kgterima kasih buat fat secret,dapat diandalkan yah walaupun makanan yang kita makan tidak sepenuhnya akurat setidaknya ada perkiraan asupan kalori jujur saya memakai app ini untuk turunkan bb dari  kg sekarang  kgterima kasih buat fat secret,dapat diandalkan yah walaupun makanan yang kita makan tidak sepenuhnya akurat setidaknya ada perkiraan asupan kalori jujur saya memakai app ini untuk turunkan bb dari kg sekarang kgterima kasih buat fat secret,"['dapat', 'diandalkan', 'yah', 'walaupun', 'makanan', 'yang', 'kita', 'makan', 'tidak', 'sepenuhnya', 'akurat', 'setidaknya', 'ada', 'perkiraan', 'asupan', 'kalori', 'jujur', 'saya', 'memakai', 'app', 'ini', 'untuk', 'turunkan', 'bb', 'dari', 'kg', 'sekarang', 'kgterima', 'kasih', 'buat', 'fat', 'secret']","['diandalkan', 'yah', 'makanan', 'makan', 'sepenuhnya', 'akurat', 'perkiraan', 'asupan', 'kalori', 'jujur', 'memakai', 'app', 'turunkan', 'bb', 'kg', 'kgterima', 'kasih', 'fat', 'secret']",diandalkan yah makanan makan sepenuhnya akurat perkiraan asupan kalori jujur memakai app turunkan bb kg kgterima kasih fat secret,7,Positive
5860,Pengguna Google,5,2019-10-06 08:45:19,Okk,Okk,okk,okk,['okk'],['okk'],okk,0,Neutral
5861,Pengguna Google,5,2019-10-06 02:31:22,"Ngebantu banget buat kontrol makan 😭 selama ini kukira yg penting makan sayur pasti bb turun, ternyata sayur yg sering kumakan justru kalorinya tinggi banget, pantes susah turun bb 😭😭 ada app ini jadi kekontrol banget makan nya huhu seneeeeenggg 😭😭😭",Ngebantu banget buat kontrol makan  selama ini kukira yg penting makan sayur pasti bb turun ternyata sayur yg sering kumakan justru kalorinya tinggi banget pantes susah turun bb  ada app ini jadi kekontrol banget makan nya huhu seneeeeenggg,ngebantu banget buat kontrol makan  selama ini kukira yg penting makan sayur pasti bb turun ternyata sayur yg sering kumakan justru kalorinya tinggi banget pantes susah turun bb  ada app ini jadi kekontrol banget makan nya huhu seneeeeenggg,ngebantu banget buat kontrol makan selama ini kukira yang penting makan sayur pasti bb turun ternyata sayur yang sering kumakan justru kalorinya tinggi banget pantes susah turun bb ada app ini jadi kekontrol banget makan nya huhu seneeeeenggg,"['ngebantu', 'banget', 'buat', 'kontrol', 'makan', 'selama', 'ini', 'kukira', 'yang', 'penting', 'makan', 'sayur', 'pasti', 'bb', 'turun', 'ternyata', 'sayur', 'yang', 'sering', 'kumakan', 'justru', 'kalorinya', 'tinggi', 'banget', 'pantes', 'susah', 'turun', 'bb', 'ada', 'app', 'ini', 'jadi', 'kekontrol', 'banget', 'makan', 'nya', 'huhu', 'seneeeeenggg']","['ngebantu', 'banget', 'kontrol', 'makan', 'kukira', 'makan', 'sayur', 'bb', 'turun', 'sayur', 'kumakan', 'kalorinya', 'banget', 'pantes', 'susah', 'turun', 'bb', 'app', 'kekontrol', 'banget', 'makan', 'huhu', 'seneeeeenggg']",ngebantu banget kontrol makan kukira makan sayur bb turun sayur kumakan kalorinya banget pantes susah turun bb app kekontrol banget makan huhu seneeeeenggg,-6,Negative
5862,Pengguna Google,5,2019-10-05 23:30:56,Sangat membantu ketika menjalani diet,Sangat membantu ketika menjalani diet,sangat membantu ketika menjalani diet,sangat membantu ketika menjalani diet,"['sangat', 'membantu', 'ketika', 'menjalani', 'diet']","['membantu', 'menjalani', 'diet']",membantu menjalani diet,0,Neutral
